0.00E+00	7.57E-05	2.91E-04	6.28E-04	1.07E-03	1.60E-03	2.20E-03	2.84E-03	3.49E-03	4.15E-03	4.82E-03	5.49E-03	6.16E-03	0.00E+00	6.48E-05	2.49E-04	5.38E-04	9.18E-04	1.37E-03	1.89E-03	2.44E-03	3.00E-03	3.57E-03	4.15E-03	4.72E-03	5.30E-03	0.00E+00	3.92E-05	1.52E-04	3.30E-04	5.66E-04	8.52E-04	1.18E-03	1.55E-03	1.94E-03	2.35E-03	2.79E-03	3.23E-03	3.68E-03
0.00E+00	-1.03E-04	-3.86E-04	-8.12E-04	-1.34E-03	-1.95E-03	-2.59E-03	-3.25E-03	-3.90E-03	-4.54E-03	-5.17E-03	-5.80E-03	-6.42E-03	0.00E+00	1.84E-05	6.99E-05	1.49E-04	2.51E-04	3.71E-04	5.04E-04	6.43E-04	7.84E-04	9.25E-04	1.06E-03	1.20E-03	1.34E-03	0.00E+00	9.26E-05	3.55E-04	7.63E-04	1.29E-03	1.93E-03	2.64E-03	3.41E-03	4.22E-03	5.06E-03	5.92E-03	6.78E-03	7.65E-03
0.00E+00	-1.25E-04	-4.54E-04	-9.21E-04	-1.46E-03	-2.02E-03	-2.56E-03	-3.05E-03	-3.51E-03	-3.93E-03	-4.30E-03	-4.63E-03	-4.94E-03	0.00E+00	2.17E-04	7.73E-04	1.53E-03	2.36E-03	3.13E-03	3.75E-03	4.22E-03	4.61E-03	4.91E-03	5.12E-03	5.27E-03	5.39E-03	0.00E+00	-9.09E-05	-3.44E-04	-7.30E-04	-1.22E-03	-1.79E-03	-2.41E-03	-3.07E-03	-3.73E-03	-4.38E-03	-5.00E-03	-5.60E-03	-6.17E-03
0.00E+00	-4.07E-04	-1.38E-03	-2.57E-03	-3.64E-03	-4.27E-03	-4.22E-03	-3.64E-03	-2.80E-03	-1.76E-03	-5.60E-04	7.53E-04	2.12E-03	0.00E+00	-5.33E-04	-1.81E-03	-3.34E-03	-4.68E-03	-5.43E-03	-5.23E-03	-4.30E-03	-3.03E-03	-1.49E-03	2.54E-04	2.14E-03	4.08E-03	0.00E+00	-8.02E-05	-2.85E-04	-5.60E-04	-8.53E-04	-1.11E-03	-1.30E-03	-1.37E-03	-1.32E-03	-1.18E-03	-9.57E-04	-6.75E-04	-3.64E-04
0.00E+00	7.04E-04	2.36E-03	4.30E-03	5.91E-03	6.69E-03	6.26E-03	4.93E-03	3.20E-03	1.14E-03	-1.16E-03	-3.63E-03	-6.15E-03	0.00E+00	-3.58E-04	-1.20E-03	-2.18E-03	-3.00E-03	-3.39E-03	-3.17E-03	-2.48E-03	-1.59E-03	-5.37E-04	6.45E-04	1.90E-03	3.20E-03	0.00E+00	-1.65E-04	-5.77E-04	-1.12E-03	-1.67E-03	-2.12E-03	-2.39E-03	-2.39E-03	-2.13E-03	-1.64E-03	-9.65E-04	-1.62E-04	7.06E-04
0.00E+00	-3.41E-04	-1.13E-03	-2.01E-03	-2.69E-03	-2.97E-03	-2.74E-03	-2.17E-03	-1.44E-03	-5.78E-04	3.91E-04	1.42E-03	2.48E-03	0.00E+00	3.96E-04	1.30E-03	2.32E-03	3.12E-03	3.43E-03	3.15E-03	2.48E-03	1.62E-03	6.08E-04	-5.24E-04	-1.72E-03	-2.95E-03	0.00E+00	-4.68E-04	-1.61E-03	-3.05E-03	-4.41E-03	-5.38E-03	-5.69E-03	-5.16E-03	-3.82E-03	-1.80E-03	7.40E-04	3.61E-03	6.63E-03
0.00E+00	1.14E-04	3.94E-04	7.57E-04	1.14E-03	1.52E-03	1.93E-03	2.39E-03	2.78E-03	3.03E-03	3.10E-03	3.01E-03	2.82E-03	0.00E+00	1.02E-04	3.33E-04	5.88E-04	7.80E-04	8.52E-04	7.83E-04	6.30E-04	4.35E-04	2.00E-04	-6.46E-05	-3.48E-04	-6.39E-04	0.00E+00	-2.54E-04	-8.94E-04	-1.74E-03	-2.62E-03	-3.40E-03	-3.98E-03	-4.29E-03	-4.25E-03	-3.82E-03	-3.01E-03	-1.93E-03	-6.85E-04
0.00E+00	4.60E-04	1.46E-03	2.47E-03	3.12E-03	3.26E-03	3.05E-03	2.77E-03	2.37E-03	1.78E-03	9.85E-04	3.66E-05	-9.91E-04	0.00E+00	4.07E-04	1.31E-03	2.28E-03	3.02E-03	3.45E-03	3.77E-03	4.19E-03	4.43E-03	4.29E-03	3.69E-03	2.70E-03	1.48E-03	0.00E+00	1.13E-04	3.98E-04	7.83E-04	1.20E-03	1.62E-03	2.04E-03	2.44E-03	2.70E-03	2.69E-03	2.38E-03	1.81E-03	1.08E-03
0.00E+00	1.48E-04	5.32E-04	1.06E-03	1.65E-03	2.20E-03	2.64E-03	3.00E-03	3.38E-03	3.73E-03	4.06E-03	4.33E-03	4.53E-03	0.00E+00	1.59E-04	5.66E-04	1.12E-03	1.71E-03	2.24E-03	2.62E-03	2.94E-03	3.32E-03	3.70E-03	4.06E-03	4.35E-03	4.53E-03	0.00E+00	1.28E-04	4.67E-04	9.49E-04	1.50E-03	2.07E-03	2.57E-03	3.02E-03	3.43E-03	3.80E-03	4.11E-03	4.36E-03	4.53E-03
0.00E+00	5.10E-04	1.69E-03	3.03E-03	4.10E-03	4.56E-03	4.24E-03	3.29E-03	2.01E-03	5.21E-04	-1.01E-03	-2.42E-03	-3.56E-03	0.00E+00	5.11E-04	1.69E-03	3.03E-03	4.08E-03	4.52E-03	4.16E-03	3.12E-03	1.68E-03	5.79E-05	-1.51E-03	-2.79E-03	-3.56E-03	0.00E+00	3.29E-04	1.13E-03	2.14E-03	3.10E-03	3.77E-03	3.97E-03	3.51E-03	2.46E-03	1.01E-03	-6.17E-04	-2.20E-03	-3.52E-03
